model,wanted,prediction,count
object100_pt_mobilenet_v2_01_193,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_193,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_193,ecouteurs,other,0
object100_pt_mobilenet_v2_01_193,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_193,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_193,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_193,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_193,keycap-puller,other,2
object100_pt_mobilenet_v2_01_193,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_193,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_193,other,ecouteurs,0
object100_pt_mobilenet_v2_01_193,other,keycap-puller,0
object100_pt_mobilenet_v2_01_193,other,other,19
object100_pt_mobilenet_v2_01_193,other,pc-stand,0
object100_pt_mobilenet_v2_01_193,other,porte-mine,0
object100_pt_mobilenet_v2_01_193,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_193,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_193,pc-stand,other,0
object100_pt_mobilenet_v2_01_193,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_193,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_193,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_193,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_193,porte-mine,other,0
object100_pt_mobilenet_v2_01_193,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_193,porte-mine,porte-mine,19
