model,wanted,prediction,count
object100_pt_mobilenet_v2_02_170,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_170,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_170,ecouteurs,other,0
object100_pt_mobilenet_v2_02_170,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_170,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_170,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_170,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_02_170,keycap-puller,other,2
object100_pt_mobilenet_v2_02_170,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_170,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_02_170,other,ecouteurs,0
object100_pt_mobilenet_v2_02_170,other,keycap-puller,1
object100_pt_mobilenet_v2_02_170,other,other,17
object100_pt_mobilenet_v2_02_170,other,pc-stand,0
object100_pt_mobilenet_v2_02_170,other,porte-mine,1
object100_pt_mobilenet_v2_02_170,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_170,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_170,pc-stand,other,0
object100_pt_mobilenet_v2_02_170,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_02_170,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_02_170,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_170,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_170,porte-mine,other,0
object100_pt_mobilenet_v2_02_170,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_170,porte-mine,porte-mine,19
