model,wanted,prediction,count
object100_pt_mobilenet_v2_02_16,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_16,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_16,ecouteurs,other,0
object100_pt_mobilenet_v2_02_16,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_16,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_16,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_16,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_16,keycap-puller,other,1
object100_pt_mobilenet_v2_02_16,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_16,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_02_16,other,ecouteurs,1
object100_pt_mobilenet_v2_02_16,other,keycap-puller,2
object100_pt_mobilenet_v2_02_16,other,other,16
object100_pt_mobilenet_v2_02_16,other,pc-stand,0
object100_pt_mobilenet_v2_02_16,other,porte-mine,0
object100_pt_mobilenet_v2_02_16,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_16,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_16,pc-stand,other,0
object100_pt_mobilenet_v2_02_16,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_02_16,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_02_16,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_16,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_16,porte-mine,other,0
object100_pt_mobilenet_v2_02_16,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_16,porte-mine,porte-mine,19
