model,wanted,prediction,count
object100_pt_mobilenet_v2_01_288,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_288,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_288,ecouteurs,other,0
object100_pt_mobilenet_v2_01_288,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_288,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_288,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_288,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_288,keycap-puller,other,2
object100_pt_mobilenet_v2_01_288,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_288,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_288,other,ecouteurs,0
object100_pt_mobilenet_v2_01_288,other,keycap-puller,1
object100_pt_mobilenet_v2_01_288,other,other,16
object100_pt_mobilenet_v2_01_288,other,pc-stand,1
object100_pt_mobilenet_v2_01_288,other,porte-mine,1
object100_pt_mobilenet_v2_01_288,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_288,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_288,pc-stand,other,0
object100_pt_mobilenet_v2_01_288,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_288,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_288,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_288,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_288,porte-mine,other,0
object100_pt_mobilenet_v2_01_288,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_288,porte-mine,porte-mine,18
