model,wanted,prediction,count
object100_pt_mobilenet_v2_02_51,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_51,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_51,ecouteurs,other,0
object100_pt_mobilenet_v2_02_51,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_51,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_51,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_51,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_02_51,keycap-puller,other,2
object100_pt_mobilenet_v2_02_51,keycap-puller,pc-stand,1
object100_pt_mobilenet_v2_02_51,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_02_51,other,ecouteurs,0
object100_pt_mobilenet_v2_02_51,other,keycap-puller,0
object100_pt_mobilenet_v2_02_51,other,other,19
object100_pt_mobilenet_v2_02_51,other,pc-stand,0
object100_pt_mobilenet_v2_02_51,other,porte-mine,0
object100_pt_mobilenet_v2_02_51,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_51,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_51,pc-stand,other,0
object100_pt_mobilenet_v2_02_51,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_51,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_51,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_51,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_51,porte-mine,other,0
object100_pt_mobilenet_v2_02_51,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_51,porte-mine,porte-mine,19
