model,wanted,prediction,count
object100_pt_mobilenet_v2_02_07,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_02_07,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_02_07,ecouteurs,other,0
object100_pt_mobilenet_v2_02_07,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_02_07,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_02_07,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_02_07,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_02_07,keycap-puller,other,2
object100_pt_mobilenet_v2_02_07,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_02_07,keycap-puller,porte-mine,0
object100_pt_mobilenet_v2_02_07,other,ecouteurs,0
object100_pt_mobilenet_v2_02_07,other,keycap-puller,0
object100_pt_mobilenet_v2_02_07,other,other,19
object100_pt_mobilenet_v2_02_07,other,pc-stand,0
object100_pt_mobilenet_v2_02_07,other,porte-mine,0
object100_pt_mobilenet_v2_02_07,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_02_07,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_02_07,pc-stand,other,0
object100_pt_mobilenet_v2_02_07,pc-stand,pc-stand,16
object100_pt_mobilenet_v2_02_07,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_02_07,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_02_07,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_02_07,porte-mine,other,0
object100_pt_mobilenet_v2_02_07,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_02_07,porte-mine,porte-mine,19
