model,wanted,prediction,count
object100_pt_mobilenet_v2_01_20,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_20,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_20,ecouteurs,other,0
object100_pt_mobilenet_v2_01_20,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_20,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_20,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_20,keycap-puller,keycap-puller,25
object100_pt_mobilenet_v2_01_20,keycap-puller,other,2
object100_pt_mobilenet_v2_01_20,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_20,keycap-puller,porte-mine,2
object100_pt_mobilenet_v2_01_20,other,ecouteurs,0
object100_pt_mobilenet_v2_01_20,other,keycap-puller,0
object100_pt_mobilenet_v2_01_20,other,other,19
object100_pt_mobilenet_v2_01_20,other,pc-stand,0
object100_pt_mobilenet_v2_01_20,other,porte-mine,0
object100_pt_mobilenet_v2_01_20,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_20,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_20,pc-stand,other,0
object100_pt_mobilenet_v2_01_20,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_20,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_20,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_20,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_20,porte-mine,other,0
object100_pt_mobilenet_v2_01_20,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_20,porte-mine,porte-mine,18
