model,wanted,prediction,count
object100_pt_mobilenet_v2_01_416,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_416,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_416,ecouteurs,other,0
object100_pt_mobilenet_v2_01_416,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_416,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_416,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_416,keycap-puller,keycap-puller,27
object100_pt_mobilenet_v2_01_416,keycap-puller,other,1
object100_pt_mobilenet_v2_01_416,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_416,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_01_416,other,ecouteurs,0
object100_pt_mobilenet_v2_01_416,other,keycap-puller,2
object100_pt_mobilenet_v2_01_416,other,other,14
object100_pt_mobilenet_v2_01_416,other,pc-stand,1
object100_pt_mobilenet_v2_01_416,other,porte-mine,2
object100_pt_mobilenet_v2_01_416,pc-stand,ecouteurs,1
object100_pt_mobilenet_v2_01_416,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_416,pc-stand,other,0
object100_pt_mobilenet_v2_01_416,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_416,pc-stand,porte-mine,0
object100_pt_mobilenet_v2_01_416,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_416,porte-mine,keycap-puller,0
object100_pt_mobilenet_v2_01_416,porte-mine,other,0
object100_pt_mobilenet_v2_01_416,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_416,porte-mine,porte-mine,19
