model,wanted,prediction,count
object100_pt_mobilenet_v2_01_273,ecouteurs,ecouteurs,16
object100_pt_mobilenet_v2_01_273,ecouteurs,keycap-puller,0
object100_pt_mobilenet_v2_01_273,ecouteurs,other,0
object100_pt_mobilenet_v2_01_273,ecouteurs,pc-stand,0
object100_pt_mobilenet_v2_01_273,ecouteurs,porte-mine,0
object100_pt_mobilenet_v2_01_273,keycap-puller,ecouteurs,0
object100_pt_mobilenet_v2_01_273,keycap-puller,keycap-puller,26
object100_pt_mobilenet_v2_01_273,keycap-puller,other,2
object100_pt_mobilenet_v2_01_273,keycap-puller,pc-stand,0
object100_pt_mobilenet_v2_01_273,keycap-puller,porte-mine,1
object100_pt_mobilenet_v2_01_273,other,ecouteurs,0
object100_pt_mobilenet_v2_01_273,other,keycap-puller,2
object100_pt_mobilenet_v2_01_273,other,other,15
object100_pt_mobilenet_v2_01_273,other,pc-stand,0
object100_pt_mobilenet_v2_01_273,other,porte-mine,2
object100_pt_mobilenet_v2_01_273,pc-stand,ecouteurs,0
object100_pt_mobilenet_v2_01_273,pc-stand,keycap-puller,0
object100_pt_mobilenet_v2_01_273,pc-stand,other,0
object100_pt_mobilenet_v2_01_273,pc-stand,pc-stand,15
object100_pt_mobilenet_v2_01_273,pc-stand,porte-mine,1
object100_pt_mobilenet_v2_01_273,porte-mine,ecouteurs,0
object100_pt_mobilenet_v2_01_273,porte-mine,keycap-puller,1
object100_pt_mobilenet_v2_01_273,porte-mine,other,0
object100_pt_mobilenet_v2_01_273,porte-mine,pc-stand,0
object100_pt_mobilenet_v2_01_273,porte-mine,porte-mine,18
